ensembl_transcript_id	chrom	start	end	gene_symbol
ENST00000480405	10	94775545	94775547	CYP2C19
ENST00000480409	3	52779661	52779663	ITIH1
ENST00000480432	7	74246755	74246757	RFC2
ENST00000480434	13	41252607	41252609	MTRF1
ENST00000480456	21	25714670	25714672	JAM2
ENST00000480473	3	142842938	142842940	PCOLCE2
ENST00000480484	15	75340003	75340005	COMMD4
ENST00000480502	19	35498716	35498718	DMKN
ENST00000480507	19	35510191	35510193	DMKN
ENST00000480513	X	101398894	101398896	GLA
ENST00000480514	7	105567467	105567468	EFCAB10
ENST00000480514	7	105565447	105565447	EFCAB10
ENST00000480525	X	48822633	48822635	HDAC6
ENST00000480548	1	66671992	66671994	SGIP1
ENST00000480549	1	36319697	36319699	SH3D21
ENST00000480552	7	140456653	140456655	MKRN1
ENST00000480559	22	22647739	22647741	GGTLC2
ENST00000480564	9	69858054	69858056	CFAP95
ENST00000480566	6	5138734	5138736	LYRM4
ENST00000480567	1	156009540	156009542	SSR2
ENST00000480585	6	41067420	41067422	OARD1
ENST00000480589	3	150458383	150458385	TSC22D2
ENST00000480602	1	31055369	31055371	PUM1
ENST00000480603	7	44799873	44799874	PPIA
ENST00000480603	7	44800424	44800424	PPIA
ENST00000480608	22	18906887	18906889	DGCR6
ENST00000480609	13	110508294	110508296	COL4A2
ENST00000480609	13	110508294	110508296	COL4A2
ENST00000480623	6	52481583	52481585	EFHC1
ENST00000480641	13	97982073	97982075	IPO5
ENST00000480644	3	139355875	139355877	MRPS22
ENST00000480648	12	110634679	110634681	TCTN1
ENST00000480650	X	153808085	153808087	PDZD4
ENST00000480675	1	44941640	44941642	EIF2B3
ENST00000480676	1	224389835	224389837	WDR26
ENST00000480683	10	77636387	77636389	KCNMA1
ENST00000480687	3	49721752	49721754	GMPPB
ENST00000480696	2	74221467	74221469	SLC4A5
ENST00000480703	10	13443342	13443344	BEND7
ENST00000480704	3	146121214	146121216	PLOD2
ENST00000480708	3	169993061	169993063	SEC62
ENST00000480714	7	151374421	151374423	NUB1
ENST00000480716	9	94293519	94293521	ZNF169
ENST00000480733	3	136518393	136518395	STAG1
ENST00000480736	2	10000705	10000707	GRHL1
ENST00000480740	3	150627132	150627134	SELENOT
ENST00000480744	2	109924767	109924769	LIMS3
ENST00000480748	13	20427285	20427287	CRYL1
ENST00000480757	3	142185704	142185706	GK5
ENST00000480759	20	34529914	34529916	DYNLRB1
ENST00000480775	22	40361115	40361117	ADSL
ENST00000480787	3	159995557	159995559	IL12A
ENST00000480796	X	15283505	15283507	ASB11
ENST00000480798	20	24959710	24959712	CST7
ENST00000480802	10	116683720	116683722	HSPA12A
ENST00000480814	3	119216339	119216341	B4GALT4
ENST00000480820	3	158544273	158544275	RSRC1
ENST00000480823	3	120396969	120396971	FSTL1
ENST00000480824	6	36923439	36923441	C6orf89
ENST00000480836	1	202155586	202155588	PTPN7
ENST00000480843	3	195766720	195766722	MUC4
ENST00000480861	7	128393007	128393009	IMPDH1
ENST00000480873	2	164743596	164743598	COBLL1
ENST00000480876	9	132658302	132658304	DDX31
ENST00000480887	11	77666917	77666919	RSF1
ENST00000480896	21	46445325	46445327	PCNT
ENST00000480899	7	75987225	75987227	TMEM120A
ENST00000480905	10	100509048	100509050	SEC31B
ENST00000480908	3	141745275	141745277	RNF7
ENST00000480911	12	2549943	2549945	CACNA1C
ENST00000480918	3	180976290	180976292	FXR1
ENST00000480945	1	15656631	15656633	DDI2
ENST00000480951	5	173608272	173608274	BOD1
ENST00000480954	17	29617323	29617325	CORO6
ENST00000480963	10	67816117	67816119	DNAJC12
ENST00000480975	20	58910827	58910829	GNAS
ENST00000480976	X	38656044	38656046	TSPAN7
ENST00000480977	11	27385249	27385251	LGR4
ENST00000480977	11	27385249	27385251	LGR4
ENST00000480977	11	27385249	27385251	LGR4
ENST00000480978	20	34926114	34926116	ACSS2
ENST00000480979	14	77498446	77498448	ISM2
ENST00000481010	14	74672015	74672017	AREL1
ENST00000481013	13	37009297	37009299	EXOSC8
ENST00000481015	3	120706091	120706093	RABL3
ENST00000481024	X	30674349	30674351	GK
ENST00000481034	10	130179390	130179392	GLRX3
ENST00000481039	20	58910827	58910829	GNAS
ENST00000481050	1	156293044	156293046	GLMP
ENST00000481060	3	64522171	64522173	ADAMTS9
ENST00000481065	3	114308129	114308131	TIGIT
ENST00000481070	10	77636561	77636563	KCNMA1
ENST00000481077	1	26180609	26180610	CNKSR1
ENST00000481077	1	26180715	26180715	CNKSR1
ENST00000481090	X	48558964	48558966	TBC1D25
ENST00000481100	8	25304329	25304331	DOCK5
ENST00000481102	1	84649936	84649938	SSX2IP
ENST00000481105	X	132074157	132074159	STK26
ENST00000481109	6	4060614	4060616	PRPF4B
ENST00000481110	4	1807286	1807288	FGFR3
ENST00000481112	X	72847209	72847211	DMRTC1B
ENST00000481115	2	158625221	158625223	PKP4
ENST00000481124	10	80517974	80517976	TSPAN14
ENST00000481137	1	9716580	9716582	PIK3CD
ENST00000481138	9	96817923	96817925	ZNF782
ENST00000481140	1	2135341	2135343	PRKCZ
ENST00000481149	9	96515678	96515680	CDC14B
ENST00000481152	7	132973977	132973979	CHCHD3
ENST00000481169	3	149166015	149166017	CP
ENST00000481174	2	174875821	174875823	CHN1
ENST00000481179	2	101421712	101421714	RFX8
ENST00000481180	1	93212104	93212106	CCDC18
ENST00000481182	19	35716158	35716160	ZBTB32
ENST00000481186	12	68824387	68824389	MDM2
ENST00000481189	9	129634166	129634168	NTMT1
ENST00000481190	22	35383175	35383177	HMOX1
ENST00000481193	X	52064686	52064688	MAGED4B
ENST00000481195	5	134197772	134197774	PPP2CA
ENST00000481209	10	14528012	14528014	FAM107B
ENST00000481210	3	128069660	128069662	SEC61A1
ENST00000481213	1	224232127	224232129	NVL
ENST00000481223	1	1391538	1391540	CCNL2
ENST00000481224	17	74745409	74745411	RAB37
ENST00000481229	6	99400540	99400542	PNISR
ENST00000481231	17	40642377	40642379	SMARCE1
ENST00000481232	17	74443863	74443865	GPRC5C
ENST00000481238	7	44581066	44581068	TMED4
ENST00000481240	6	10759099	10759101	TMEM14B
ENST00000481247	6	38174985	38174987	BTBD9
ENST00000481257	19	36013061	36013063	ALKBH6
ENST00000481259	6	32977459	32977461	BRD2
ENST00000481261	6	166412762	166412764	RPS6KA2
ENST00000481262	15	40415445	40415447	IVD
ENST00000481266	9	120527907	120527909	CDK5RAP2
ENST00000481272	9	105546481	105546483	FSD1L
ENST00000481273	6	43160879	43160881	PTK7
ENST00000481275	3	149966489	149966491	PFN2
ENST00000481284	20	34882867	34882869	ACSS2
ENST00000481285	X	119012899	119012901	LONRF3
ENST00000481323	20	17968245	17968247	SNX5
ENST00000481324	1	15388378	15388380	FHAD1
ENST00000481345	7	45183410	45183412	RAMP3
ENST00000481348	14	74286790	74286792	ABCD4
ENST00000481359	3	133945118	133945120	SLCO2A1
ENST00000481367	2	9488327	9488329	IAH1
ENST00000481392	7	128502719	128502721	METTL2B
ENST00000481395	2	85435092	85435094	SH2D6
ENST00000481416	17	57108011	57108013	AKAP1
ENST00000481426	2	85435092	85435094	SH2D6
ENST00000481431	1	53262147	53262149	LRP8
ENST00000481432	3	113723518	113723520	NAA50
ENST00000481448	21	34518084	34518086	RCAN1
ENST00000481450	6	31139930	31139932	PSORS1C1
ENST00000481478	3	53811404	53811406	CACNA1D
ENST00000481479	1	156346916	156346918	TSACC
ENST00000481490	8	94432131	94432133	FSBP
ENST00000481498	2	68946290	68946292	GKN2
ENST00000481499	6	43060345	43060347	KLC4
ENST00000481503	7	130018664	130018666	ZC3HC1
ENST00000481508	7	141750352	141750354	SSBP1
ENST00000481511	1	161223100	161223102	APOA2
ENST00000481513	8	39014095	39014097	ADAM9
ENST00000481524	2	218385263	218385265	SLC11A1
ENST00000481530	3	108582130	108582132	CIP2A
ENST00000481533	6	34246803	34246805	SMIM29
ENST00000481534	9	121452262	121452264	GGTA1
ENST00000481535	14	21032365	21032367	TPPP2
ENST00000481538	14	21043461	21043463	RNASE7
ENST00000481540	17	15708274	15708276	ZNF286A
ENST00000481541	2	85558891	85558893	GGCX
ENST00000481550	9	94293192	94293194	ZNF169
ENST00000481551	7	92535082	92535084	RBM48
ENST00000481571	1	45333490	45333492	MUTYH
ENST00000481579	1	77697875	77697877	USP33
ENST00000481592	10	20817689	20817691	NEBL
ENST00000481599	6	39113703	39113705	SAYSD1
ENST00000481600	10	125730285	125730287	EDRF1
ENST00000481617	X	106827392	106827394	TBC1D8B
ENST00000481629	3	51994961	51994963	RPL29
ENST00000481632	3	114339005	114339007	ZBTB20
ENST00000481639	3	170171331	170171333	PHC3
ENST00000481643	3	52696008	52696010	GLT8D1
ENST00000481646	3	138295890	138295892	ARMC8
ENST00000481647	17	75136102	75136104	JPT1
ENST00000481648	1	70231115	70231117	SRSF11
ENST00000481655	20	57518602	57518604	CTCFL
ENST00000481661	14	59463742	59463744	GPR135
ENST00000481662	20	2759967	2759969	EBF4
ENST00000481670	2	58213652	58213654	FANCL
ENST00000481671	19	16647246	16647248	SMIM7
ENST00000481685	1	226233092	226233094	LIN9
ENST00000481687	11	2396864	2396866	CD81
ENST00000481690	20	5580099	5580101	GPCPD1
ENST00000481720	12	110616846	110616848	TCTN1
ENST00000481731	20	1473860	1473862	SIRPB2
ENST00000481739	9	134436612	134436614	RXRA
ENST00000481744	1	169802638	169802640	C1orf112
ENST00000481752	3	136948451	136948453	NCK1
ENST00000481756	17	15547130	15547132	TVP23C-CDRT4
ENST00000481767	3	149966167	149966169	PFN2
ENST00000481768	20	58895642	58895644	GNAS
ENST00000481781	11	2132987	2132989	IGF2
ENST00000481785	1	36097569	36097571	COL8A2
ENST00000481799	9	121455837	121455839	GGTA1
ENST00000481820	9	83970152	83970154	HNRNPK
ENST00000481823	X	115614206	115614208	PLS3
ENST00000481834	3	138500097	138500099	CEP70
ENST00000481836	17	18065241	18065243	GID4
ENST00000481838	21	41406760	41406762	MX2
ENST00000481848	6	127473281	127473283	NA
ENST00000481862	9	15471098	15471100	PSIP1
ENST00000481873	8	39091327	39091329	ADAM9
ENST00000481878	17	8161465	8161467	VAMP2
ENST00000481882	1	46547730	46547732	KNCN
ENST00000481884	6	118960103	118960105	FAM184A
ENST00000481889	11	47268694	47268696	NR1H3
ENST00000481895	1	32797613	32797615	YARS1
ENST00000481909	10	122932427	122932429	C10orf88
ENST00000481911	6	36481575	36481577	KCTD20
ENST00000481916	17	28612046	28612048	RSKR
ENST00000481924	1	43985623	43985625	B4GALT2
ENST00000481932	2	230969	230971	SH3YL1
ENST00000481935	14	74298056	74298058	ABCD4
ENST00000481939	7	105468442	105468444	PUS7
ENST00000481949	6	25845382	25845384	SLC17A3
ENST00000481953	3	111974561	111974563	PHLDB2
ENST00000481965	3	123271571	123271573	SEC22A
ENST00000481966	1	19307090	19307092	AKR7A2
ENST00000481970	3	132618617	132618619	ACAD11
ENST00000481972	3	58318118	58318120	HTD2
ENST00000481976	1	230933831	230933833	TTC13
ENST00000481980	13	25303006	25303008	NUP58
ENST00000481983	6	28435046	28435048	ZSCAN23
ENST00000481987	1	243126449	243126451	CEP170
ENST00000482007	17	58695188	58695189	RAD51C
ENST00000482007	17	58703196	58703196	RAD51C
ENST00000482010	10	131944101	131944103	PPP2R2D
ENST00000482011	1	19975701	19975703	PLA2G2A
ENST00000482016	3	88055473	88055475	CGGBP1
ENST00000482020	1	61455377	61455379	NFIA
ENST00000482023	1	248850904	248850906	ZNF692
ENST00000482026	2	233772557	233772559	UGT1A3
ENST00000482041	7	105535607	105535609	RINT1
ENST00000482049	11	13355275	13355277	BMAL1
ENST00000482060	6	31928760	31928762	C2
ENST00000482061	3	155775790	155775792	C3orf33
ENST00000482062	9	122204760	122204762	LHX6
ENST00000482063	1	89706338	89706340	LRRC8C
ENST00000482067	7	7967771	7967773	UMAD1
ENST00000482086	3	136330024	136330026	PCCB
ENST00000482090	19	11950251	11950253	ZNF700
ENST00000482099	3	108376609	108376611	HHLA2
ENST00000482102	1	74201399	74201401	FPGT
ENST00000482108	7	94664532	94664534	PEG10
ENST00000482112	20	58910827	58910829	GNAS
ENST00000482126	3	159265401	159265403	IQCJ
ENST00000482140	10	13112461	13112463	OPTN
ENST00000482148	X	15321506	15321508	PIGA
ENST00000482155	3	52836624	52836626	STIMATE
ENST00000482160	X	110676231	110676233	CHRDL1
ENST00000482190	1	32680537	32680539	RBBP4
ENST00000482202	7	151081549	151081551	TMUB1
ENST00000482202	7	151081549	151081551	TMUB1
ENST00000482202	7	151081549	151081551	TMUB1
ENST00000482218	X	50042492	50042494	CLCN5
ENST00000482224	6	31701020	31701022	ABHD16A
ENST00000482227	1	26183354	26183356	CNKSR1
ENST00000482235	2	69135085	69135087	ANTXR1
ENST00000482240	X	134809371	134809373	PABIR3
ENST00000482242	3	73064090	73064092	PPP4R2
ENST00000482246	1	155169440	155169442	KRTCAP2
ENST00000482252	16	70508801	70508803	COG4
ENST00000482253	1	96769796	96769798	PTBP2
ENST00000482278	10	133283164	133283166	TUBGCP2
ENST00000482309	7	151034295	151034297	ABCB8
ENST00000482317	3	160377537	160377539	IFT80
ENST00000482318	21	34880655	34880657	RUNX1
ENST00000482320	7	128957255	128957257	TNPO3
ENST00000482325	2	108468984	108468986	GCC2
ENST00000482340	9	137802926	137802928	EHMT1
ENST00000482345	13	25249232	25249234	MTMR6
ENST00000482347	9	129635462	129635464	NTMT1
ENST00000482348	17	75136102	75136104	JPT1
ENST00000482349	3	53868719	53868721	ACTR8
ENST00000482352	1	1405617	1405619	MRPL20
ENST00000482354	X	14921419	14921421	MOSPD2
ENST00000482367	1	112713579	112713581	PPM1J
ENST00000482371	7	107595872	107595874	BCAP29
ENST00000482374	X	111681372	111681374	ALG13
ENST00000482387	3	58742460	58742462	CFAP20DC
ENST00000482399	6	33271409	33271411	VPS52
ENST00000482405	X	2733362	2733364	CD99
ENST00000482411	18	23385039	23385041	TMEM241
ENST00000482437	1	100140539	100140541	TRMT13
ENST00000482446	17	59958298	59958300	RNFT1
ENST00000482447	3	50331648	50331650	RASSF1
ENST00000482452	10	100253436	100253438	CWF19L1
ENST00000482456	10	100509048	100509050	SEC31B
ENST00000482457	3	114236253	114236255	ZNF80
ENST00000482489	12	6653004	6653006	ING4
ENST00000482493	7	141662656	141662658	DENND11
ENST00000482504	1	86743233	86743235	SH3GLB1
ENST00000482510	3	64010668	64010670	PSMD6
ENST00000482512	3	121730852	121730854	GOLGB1
ENST00000482515	6	41067388	41067390	OARD1
ENST00000482525	3	128813420	128813422	RAB7A
ENST00000482533	21	34518084	34518086	RCAN1
ENST00000482536	6	26392965	26392967	BTN2A2
ENST00000482541	6	99558411	99558413	CCNC
ENST00000482556	20	48630739	48630741	PREX1
ENST00000482560	7	105064044	105064046	KMT2E
ENST00000482567	3	146586074	146586076	PLSCR5
ENST00000482571	7	151076725	151076727	FASTK
ENST00000482573	3	119707421	119707423	CFAP91
ENST00000482578	4	153276167	153276169	TRIM2
ENST00000482580	6	37218002	37218004	TMEM217
ENST00000482587	1	179864781	179864783	TOR1AIP2
ENST00000482593	4	99413148	99413150	ADH7
ENST00000482602	1	2562866	2562868	TNFRSF14
ENST00000482604	3	179624038	179624040	NDUFB5
ENST00000482618	3	134978004	134978006	EPHB1
ENST00000482621	1	1395471	1395473	CCNL2
ENST00000482623	3	58645620	58645622	FAM3D
ENST00000482627	19	2980184	2980186	TLE6
ENST00000482628	3	158605200	158605202	MLF1
ENST00000482630	6	43784626	43784628	VEGFA
ENST00000482630	6	43784626	43784628	VEGFA
ENST00000482630	6	43784626	43784628	VEGFA
ENST00000482634	6	97246148	97246150	MMS22L
ENST00000482638	9	128232103	128232105	DNM1
ENST00000482640	3	158646099	158646101	LXN
ENST00000482666	2	232735237	232735238	GIGYF2
ENST00000482666	2	232735763	232735763	GIGYF2
ENST00000482680	7	150371354	150371356	REPIN1
ENST00000482684	6	33417872	33417874	CUTA
ENST00000482687	9	32988108	32988110	APTX
ENST00000482695	3	198038665	198038667	LMLN
ENST00000482695	3	198038665	198038667	LMLN
ENST00000482695	3	198038665	198038667	LMLN
ENST00000482699	3	124971134	124971136	HEG1
ENST00000482713	4	13626274	13626276	BOD1L1
ENST00000482740	14	94623812	94623814	SERPINA3
ENST00000482742	X	111687999	111688001	ALG13
ENST00000482745	6	32638989	32638991	HLA-DQA1
ENST00000482750	X	71108321	71108323	IL2RG
ENST00000482772	2	169631772	169631774	PPIG
ENST00000482782	2	182147079	182147081	PDE1A
ENST00000482791	1	151669249	151669251	SNX27
ENST00000482804	3	159896772	159896774	SCHIP1
ENST00000482807	1	24535275	24535277	RCAN3
ENST00000482814	15	57712002	57712004	GCOM1
ENST00000482822	3	158543518	158543520	RSRC1
ENST00000482824	3	15642136	15642138	BTD
ENST00000482833	10	116601125	116601127	PNLIPRP1
ENST00000482848	14	47059259	47059261	MDGA2
ENST00000482852	15	57735593	57735595	POLR2M
ENST00000482853	6	41052277	41052279	OARD1
ENST00000482855	X	38279170	38279172	RPGR
ENST00000482862	7	105117838	105117840	SRPK2
ENST00000482871	X	11775077	11775079	MSL3
ENST00000482873	6	30892166	30892168	DDR1
ENST00000482889	1	108930196	108930198	CLCC1
ENST00000482890	6	10398417	10398419	TFAP2A
ENST00000482897	7	105203757	105203759	SRPK2
ENST00000482911	15	48122102	48122104	SLC24A5
ENST00000482914	6	32975400	32975402	BRD2
ENST00000482918	2	9488327	9488329	IAH1
ENST00000482927	3	119703264	119703266	CFAP91
ENST00000482929	1	35466676	35466678	KIAA0319L
ENST00000482934	1	6886255	6886257	CAMTA1
ENST00000482935	2	25240678	25240680	DNMT3A
ENST00000482936	20	63694396	63694398	RTEL1
ENST00000482937	11	292001	292003	PGGHG
ENST00000482937	11	292001	292003	PGGHG
ENST00000482937	11	292001	292003	PGGHG
ENST00000482940	7	144648868	144648870	TPK1
ENST00000482949	1	32285714	32285716	LCK
ENST00000482951	8	138367356	138367358	FAM135B
ENST00000482954	7	140704932	140704934	NDUFB2
ENST00000482958	3	165828009	165828011	BCHE
ENST00000482975	2	70281634	70281636	SNRPG
ENST00000482982	6	13287076	13287078	PHACTR1
ENST00000482983	17	16349315	16349317	CENPV
ENST00000483004	6	31952028	31952030	CFB
ENST00000483012	7	148832741	148832743	EZH2
ENST00000483015	1	1630528	1630530	MIB2
ENST00000483017	14	105479651	105479653	CRIP2
ENST00000483020	16	2076252	2076254	TSC2
ENST00000483025	18	76990891	76990893	MBP
ENST00000483029	7	135166611	135166613	CYREN
ENST00000483039	17	7560831	7560833	TNFSF13
ENST00000483063	2	74969420	74969422	POLE4
ENST00000483083	16	30725155	30725157	SRCAP
ENST00000483089	7	99479826	99479828	ZNF789
ENST00000483095	1	182646735	182646737	RGS8
ENST00000483108	2	63856818	63856820	UGP2
ENST00000483118	20	33788920	33788922	ZNF341
ENST00000483127	1	45329306	45329308	MUTYH
ENST00000483141	20	45843364	45843366	ACOT8
ENST00000483148	9	32987654	32987656	APTX
ENST00000483164	2	232735802	232735804	GIGYF2
ENST00000483173	5	864468	864470	BRD9
ENST00000483176	17	59658665	59658667	CLTC
ENST00000483177	3	156888403	156888405	LEKR1
ENST00000483178	21	36719983	36719985	SIM2
ENST00000483200	6	41786698	41786700	PRICKLE4
ENST00000483206	9	128389511	128389513	URM1
ENST00000483208	15	42354346	42354348	NA
ENST00000483209	3	119212549	119212551	B4GALT4
ENST00000483211	10	133381486	133381488	PAOX
ENST00000483213	10	95845376	95845378	ENTPD1
ENST00000483223	1	248857954	248857956	ZNF692
ENST00000483224	3	66304462	66304464	SLC25A26
ENST00000483233	3	51969426	51969428	ABHD14B
ENST00000483235	3	136591541	136591543	STAG1
ENST00000483239	11	113366298	113366300	TTC12
ENST00000483251	6	31545408	31545410	ATP6V1G2
ENST00000483260	1	110401523	110401525	LAMTOR5
ENST00000483267	3	149024163	149024165	GYG1
ENST00000483267	3	149024163	149024165	GYG1
ENST00000483267	3	149024163	149024165	GYG1
ENST00000483273	1	15807374	15807376	UQCRHL
ENST00000483281	6	33198460	33198462	RXRB
ENST00000483292	7	95406240	95406242	PON2
ENST00000483311	12	111470692	111470694	ATXN2
ENST00000483319	2	219610109	219610111	STK11IP
ENST00000483320	16	2464666	2464668	TEDC2
ENST00000483325	3	160299264	160299266	IFT80
ENST00000483326	21	28967971	28967973	LTN1
ENST00000483328	2	199939034	199939036	TYW5
ENST00000483338	X	108626365	108626367	COL4A5
ENST00000483347	12	56479895	56479897	GLS2
ENST00000483348	4	1693597	1693599	SLBP
ENST00000483364	8	22177862	22177864	BMP1
ENST00000483366	7	100967160	100967162	MUC3A
ENST00000483369	7	140696183	140696185	ADCK2
ENST00000483377	6	45431916	45431918	RUNX2
ENST00000483378	3	94094153	94094155	NSUN3
ENST00000483386	10	93906263	93906265	SLC35G1
ENST00000483391	1	111320464	111320466	CHIA
ENST00000483392	13	94444417	94444419	DCT
ENST00000483398	1	223796573	223796575	TP53BP2
ENST00000483399	1	109689303	109689305	GSTM1
ENST00000483400	15	64931634	64931636	ANKDD1A
ENST00000483405	16	29905895	29905897	ASPHD1
ENST00000483434	20	58670515	58670517	STX16
ENST00000483437	3	160502198	160502200	KPNA4
ENST00000483439	6	112054815	112054817	CCN6
ENST00000483457	3	128408099	128408101	EEFSEC
ENST00000483465	3	160258525	160258527	IFT80
ENST00000483466	3	65361149	65361151	MAGI1
ENST00000483468	6	138941455	138941457	REPS1
ENST00000483493	9	26892314	26892316	CAAP1
ENST00000483497	9	131233485	131233487	NUP214
ENST00000483530	12	69813019	69813021	RAB3IP
ENST00000483534	20	50096505	50096507	UBE2V1
ENST00000483536	14	26549696	26549698	NOVA1
ENST00000483539	1	228300160	228300162	OBSCN
ENST00000483553	6	31968647	31968649	SKIC2
ENST00000483566	3	123284608	123284610	ADCY5
ENST00000483582	3	9932996	9932998	IL17RC
ENST00000483593	10	68906314	68906316	DDX50
ENST00000483631	22	26453233	26453235	HPS4
ENST00000483632	12	53170429	53170431	CSAD
ENST00000483658	3	124100377	124100379	KALRN
ENST00000483660	10	84248975	84248977	RGR
ENST00000483663	16	119185	119187	NPRL3
ENST00000483665	1	161506639	161506641	FCGR2A
ENST00000483681	3	58193277	58193279	DNASE1L3
ENST00000483687	3	136330024	136330026	PCCB
ENST00000483702	16	1435160	1435162	CCDC154
ENST00000483704	17	17304376	17304378	NT5M
ENST00000483708	3	149750794	149750796	COMMD2
ENST00000483709	10	44980901	44980903	RASSF4
ENST00000483713	22	37959425	37959427	POLR2F
ENST00000483718	22	18910230	18910232	DGCR6
ENST00000483720	X	102717384	102717386	GPRASP2
ENST00000483722	6	41192427	41192429	TREML2
ENST00000483723	15	74624922	74624924	CLK3
ENST00000483725	6	127444109	127444111	KIAA0408
ENST00000483726	7	139276149	139276151	UBN2
ENST00000483733	3	120689823	120689825	RABL3
ENST00000483738	1	11294888	11294890	UBIAD1
ENST00000483743	2	164743596	164743598	COBLL1
ENST00000483744	10	84254703	84254705	RGR
ENST00000483754	3	160258525	160258527	NA
ENST00000483760	3	108958965	108958967	MORC1
ENST00000483765	13	27255352	27255354	RPL21
ENST00000483793	3	122636098	122636100	PARP15
ENST00000483795	2	9412233	9412235	ITGB1BP1
ENST00000483798	10	67797116	67797118	DNAJC12
ENST00000483801	6	31978980	31978982	STK19
ENST00000483802	15	78275622	78275624	DNAJA4
ENST00000483815	20	36607933	36607935	RAB5IF
ENST00000483827	7	130039544	130039546	ZC3HC1
ENST00000483851	3	158098027	158098029	SHOX2
ENST00000483855	19	35510191	35510193	DMKN
ENST00000483857	3	127676001	127676003	ABTB1
ENST00000483858	11	66640243	66640245	RBM4
ENST00000483868	3	127575258	127575260	TPRA1
ENST00000483871	20	43459302	43459304	SRSF6
ENST00000483873	9	132678905	132678907	GTF3C4
ENST00000483876	10	104074012	104074014	COL17A1
ENST00000483878	7	123876029	123876031	HYAL4
ENST00000483887	1	179082751	179082753	TOR3A
ENST00000483888	6	75087557	75087559	COL12A1
ENST00000483892	7	149179799	149179801	ZNF398
ENST00000483895	14	24160262	24160264	RNF31
ENST00000483896	21	43791018	43791020	RRP1
ENST00000483899	1	15643565	15643567	DDI2
ENST00000483906	3	128813420	128813422	RAB7A
ENST00000483909	9	109943423	109943425	PALM2AKAP2
ENST00000483910	3	98793759	98793761	ST3GAL6
ENST00000483919	19	37384984	37384986	ZNF527
ENST00000483928	17	21295764	21295766	MAP2K3
ENST00000483930	1	150747867	150747869	CTSS
ENST00000483943	3	139525879	139525881	RBP1
ENST00000483956	3	128065081	128065083	SEC61A1
ENST00000483961	5	138201418	138201420	CDC23
ENST00000483966	1	244856443	244856445	HNRNPU
ENST00000483967	7	148807646	148807648	EZH2
ENST00000483970	1	154275699	154275701	HAX1
ENST00000483993	1	150260333	150260335	CA14
ENST00000483994	1	111460992	111460994	ATP5PB
ENST00000483998	6	42883545	42883547	RPL7L1
ENST00000484007	1	85130119	85130121	DNAI3
ENST00000484019	3	149790867	149790869	ANKUB1
ENST00000484024	2	110558042	110558044	RGPD6
ENST00000484030	10	110245816	110245818	MXI1
ENST00000484034	3	113250929	113250931	BOC
ENST00000484036	1	52086177	52086179	BTF3L4
ENST00000484049	6	99551893	99551895	CCNC
ENST00000484068	3	170097230	170097232	PHC3
ENST00000484069	X	65525021	65525023	LAS1L
ENST00000484074	13	49191222	49191224	FNDC3A
ENST00000484075	1	197442416	197442418	CRB1
ENST00000484087	17	43045678	43045680	BRCA1
ENST00000484091	2	101422451	101422453	RFX8
ENST00000484100	1	53047909	53047911	SCP2
ENST00000484106	3	134075175	134075177	RYK
ENST00000484111	7	140025548	140025550	PARP12
ENST00000484126	13	49265895	49265897	CDADC1
ENST00000484146	1	23967663	23967665	SRSF10
ENST00000484157	1	155138279	155138281	SLC50A1
ENST00000484166	3	158807058	158807060	MFSD1
ENST00000484178	7	141750352	141750354	SSBP1
ENST00000484181	3	136327651	136327653	PCCB
ENST00000484193	3	112123455	112123457	GCSAM
ENST00000484197	3	149026989	149026991	GYG1
ENST00000484210	6	12037827	12037829	HIVEP1
ENST00000484212	7	115941875	115941877	TFEC
ENST00000484218	19	35487428	35487430	KRTDAP
ENST00000484243	1	65430199	65430201	LEPROT
ENST00000484257	17	59958648	59958650	RNFT1
ENST00000484259	9	69072760	69072762	FXN
ENST00000484262	7	5230945	5230947	WIPI2
ENST00000484274	2	39356215	39356217	MAP4K3
ENST00000484279	19	49489973	49489975	RPL13A
ENST00000484280	1	112703413	112703415	RHOC
ENST00000484288	3	58420553	58420555	PXK
ENST00000484291	1	161751722	161751724	DUSP12
ENST00000484298	2	73609610	73609612	ALMS1
ENST00000484302	17	48596413	48596415	HOXB6
ENST00000484309	6	31761928	31761930	MSH5
ENST00000484310	1	111118160	111118162	DRAM2
ENST00000484313	2	144464290	144464292	ZEB2
ENST00000484324	7	130388009	130388011	CPA1
ENST00000484332	3	63999465	63999467	ATXN7
ENST00000484343	10	77071598	77071600	KCNMA1
ENST00000484347	1	233095672	233095674	PCNX2
ENST00000484350	3	70959247	70959249	FOXP1
ENST00000484370	8	38429296	38429298	FGFR1
ENST00000484376	9	136946505	136946507	C8G
ENST00000484389	13	60484753	60484755	TDRD3
ENST00000484399	3	147390931	147390932	ZIC4
ENST00000484399	3	147388859	147388859	ZIC4
ENST00000484416	7	140352131	140352133	SLC37A3
ENST00000484417	20	38988826	38988828	DHX35
ENST00000484418	1	23435809	23435811	ASAP3
ENST00000484425	7	128724818	128724820	GARIN1B
ENST00000484432	7	130043851	130043853	ZC3HC1
ENST00000484436	6	53098185	53098187	FBXO9
ENST00000484444	10	89010804	89010806	FAS
ENST00000484445	1	40462464	40462466	ZFP69B
ENST00000484447	1	55071434	55071436	USP24
ENST00000484457	3	33385606	33385608	FBXL2
